episode_counter,sim_step,sim_time,dt,dt_real_time,valid_actions,total_reward,machines_working,machines_changeover,machines_broken,machines_idle,processed_orders,transp_working,transp_walking,transp_handling,transp_idle,machines_total,selected_idle,forced_idle,threshold_waiting,finished_orders,order_waiting_time,alpha,inventory
3629,100,1581784.94265,479.27148,0.40431,100,78.93611,0.80553,0.0,0.06947,0.125,49.0,0.65029,0.33732,0.31298,0.34971,1.0,0,0,0,50,398.13609,1.03301,49.00043
3630,100,1582418.79276,633.85011,0.42603,100,78.89169,0.67842,0.0,0.19658,0.125,50.0,0.48881,0.25374,0.23507,0.51119,1.0,0,0,0,49,414.07645,1.17607,50.99987
3631,100,1582831.27126,412.4785,0.33612,100,78.92725,0.86853,0.0,0.00647,0.125,50.0,0.7661,0.40002,0.36608,0.2339,1.0,0,0,0,51,451.99212,1.06785,49.00034
3632,100,1583192.79877,361.52751,0.40573,100,77.06035,0.7272,0.0,0.13362,0.13919,51.0,0.86393,0.45179,0.41214,0.13607,1.0,0,0,0,49,276.6715,1.30615,50.9993
3633,100,1583665.86795,473.06917,0.35752,100,79.0455,0.75656,0.0,0.11844,0.125,49.0,0.67009,0.34879,0.32131,0.32991,1.0,0,0,1,51,303.21495,0.89021,50.00009
3634,100,1584152.282,486.41405,0.48224,100,78.76371,0.68079,0.0,0.19421,0.125,55.0,0.66884,0.34607,0.32277,0.33116,1.0,0,0,5,52,435.09962,1.52022,50.9999
3635,100,1584554.72092,402.43892,0.3795,100,81.43807,0.7008,0.0,0.19354,0.10567,48.0,0.77237,0.39965,0.37273,0.22763,1.0,0,0,0,50,296.41588,1.03255,50.9997
3636,100,1585044.72805,490.00713,0.3092,100,94.29533,0.74193,0.0,0.25807,0.0,54.0,0.66224,0.34183,0.3204,0.33776,1.0,0,0,4,53,407.48718,0.0,49.00053
3637,100,1585741.32965,696.6016,0.41236,100,88.49457,0.52263,0.0,0.44725,0.03012,49.0,0.4455,0.22729,0.2182,0.5545,1.0,0,0,2,50,512.47795,0.50415,50.99991
3638,100,1586417.61199,676.28234,0.47104,100,80.43948,0.68267,0.0,0.212,0.10533,54.0,0.49191,0.25384,0.23807,0.50809,1.0,0,0,7,54,568.23538,1.32179,50.00033
3639,100,1586853.9552,436.34321,0.39645,100,81.17017,0.73728,0.0,0.15769,0.10504,50.0,0.71274,0.36668,0.34606,0.28726,1.0,0,0,0,51,445.20134,1.23926,48.00066
3640,100,1587228.01307,374.05786,0.42628,100,78.9576,0.85016,0.0,0.02484,0.125,49.0,0.8283,0.42997,0.39833,0.1717,1.0,0,0,0,49,323.91386,0.95196,49.99992
3641,100,1587762.01842,534.00535,0.36433,100,85.21869,0.73985,0.0,0.18375,0.08645,50.0,0.5852,0.3043,0.2809,0.4148,1.01005,0,0,0,50,377.16698,0.70749,50.00021
3642,100,1588194.12546,432.10704,0.45735,100,89.77674,0.73758,0.0,0.1986,0.0514,50.0,0.7232,0.37606,0.34714,0.2768,0.98758,0,0,0,50,313.26618,0.43089,49.99998
3643,100,1588717.93658,523.81112,0.40066,100,79.05564,0.58014,0.0,0.29486,0.125,51.0,0.59182,0.30545,0.28636,0.40818,1.0,0,0,0,50,323.10342,1.35148,50.00019
3644,100,1589124.81086,406.87427,0.42205,100,78.74838,0.80602,0.0,0.06898,0.125,56.0,0.81393,0.41577,0.39816,0.18607,1.0,0,0,6,56,488.7594,1.74629,44.00133
3645,100,1589493.94934,369.13848,0.41276,100,79.02285,0.86585,0.0,0.00915,0.125,46.0,0.83844,0.44021,0.39822,0.16156,1.0,0,0,0,47,286.76999,0.77569,49.99994
3646,100,1589856.76053,362.81119,0.38999,100,79.05911,0.81539,0.0,0.05961,0.125,51.0,0.86363,0.45019,0.41344,0.13637,1.0,0,0,0,50,278.87643,0.87029,49.99991
3647,100,1590302.98471,446.22419,0.36338,100,79.08507,0.73978,0.0,0.13522,0.125,50.0,0.69659,0.36043,0.33615,0.30341,1.0,0,0,0,50,293.5691,0.99337,50.00012
3648,100,1590901.64026,598.65555,0.41342,100,83.79479,0.66648,0.0,0.24542,0.0881,49.0,0.51922,0.26866,0.25056,0.48078,1.0,0,0,0,50,504.82552,1.05288,50.00022
3649,100,1591497.79627,596.15601,0.37409,100,79.07656,0.66899,0.0,0.20601,0.125,52.0,0.52,0.26839,0.25161,0.48,1.0,0,0,0,50,445.32266,1.32618,50.00031
3650,100,1591952.94838,455.15211,0.46303,100,78.97993,0.82844,0.0,0.04656,0.125,51.0,0.71039,0.36984,0.34055,0.28961,1.0,0,0,3,52,458.18648,1.21788,49.00042
3651,100,1592492.66951,539.72113,0.38184,100,79.19208,0.75994,0.0,0.11506,0.125,49.0,0.57406,0.29799,0.27607,0.42594,1.0,0,0,0,49,369.20362,0.88713,50.99991
3652,100,1592937.58538,444.91587,0.36668,100,78.86739,0.875,0.0,0.0,0.125,52.0,0.69901,0.35962,0.33939,0.30099,1.0,0,0,0,51,414.09328,0.98119,49.00041
3653,100,1593342.70098,405.11561,0.40044,100,79.00311,0.74489,0.0,0.13011,0.125,48.0,0.76686,0.39906,0.3678,0.23314,1.0,0,0,0,49,352.19174,1.2194,50.99976
3654,100,1593833.39217,490.69119,0.49936,100,94.44186,0.71355,0.0,0.28614,0.00031,50.0,0.63516,0.32947,0.30569,0.36484,1.0,0,0,0,50,324.42321,0.00272,50.99983
3655,100,1594304.08744,470.69527,0.45393,100,94.67088,0.73752,0.0,0.26248,0.0,51.0,0.67737,0.35232,0.32505,0.32263,1.0,0,0,2,51,429.97726,0.0,50.99988
3656,100,1594794.99018,490.90274,0.29221,100,84.02171,0.69949,0.0,0.21675,0.08375,50.0,0.62979,0.32423,0.30556,0.37021,1.0,0,0,0,50,334.26307,0.74909,50.99983
3657,100,1595261.53165,466.54148,0.35779,100,78.96084,0.75697,0.0,0.11803,0.125,52.0,0.6834,0.35545,0.32795,0.3166,1.0,0,0,2,51,416.69678,1.26644,50.9997
3658,100,1595706.81435,445.2827,0.47314,100,79.03368,0.72742,0.0,0.14758,0.125,51.0,0.73025,0.37991,0.35034,0.26975,1.0,0,0,4,52,367.40578,1.26161,50.99973
3659,100,1596116.83833,410.02399,0.41267,100,79.25812,0.83457,0.0,0.04247,0.12296,50.0,0.76215,0.39632,0.36583,0.23785,1.0,0,0,0,50,368.78445,0.98724,50.99976
3660,100,1596546.17672,429.33839,0.45093,100,80.46121,0.79485,0.0,0.10414,0.10101,53.0,0.73252,0.37849,0.35403,0.26748,1.0,0,0,0,52,345.35997,0.8177,47.00086
3661,100,1596963.04558,416.86885,0.33155,100,79.06461,0.873,0.0,0.002,0.125,47.0,0.74684,0.39181,0.35503,0.25316,1.0,0,0,0,48,336.14314,0.8497,50.99982
3662,100,1597325.99694,362.95136,0.49334,100,80.61599,0.875,0.0,0.01772,0.10728,50.0,0.85411,0.44083,0.41328,0.14589,1.0,0,0,0,50,302.57441,0.76951,50.99977
3663,100,1597720.57297,394.57604,0.40496,100,79.25768,0.82978,0.0,0.04756,0.12265,51.0,0.79452,0.41183,0.38269,0.20548,1.0,0,0,0,51,302.78204,0.89488,49.0002
3664,100,1598280.00834,559.43537,0.42633,100,79.05539,0.65639,0.0,0.21835,0.12526,49.0,0.55234,0.286,0.26634,0.44766,1.0,0,0,0,49,329.78596,1.04002,50.99969
3665,100,1598802.60808,522.59973,0.44621,100,89.12026,0.73987,0.0,0.21896,0.04117,53.0,0.5951,0.30616,0.28894,0.4049,1.0,0,0,0,51,490.9776,0.42647,49.00057
3666,100,1599305.65737,503.04929,0.37993,100,88.69813,0.7409,0.0,0.21429,0.04481,47.0,0.61922,0.32303,0.29619,0.38078,1.0,0,0,0,49,413.10184,0.43317,50.99985
3667,100,1599814.35448,508.69712,0.45575,100,77.94581,0.69507,0.0,0.17413,0.1308,50.0,0.61268,0.31781,0.29487,0.38732,1.0,0,0,0,50,393.71829,1.35779,50.99946
3668,100,1600315.26544,500.91096,0.44775,100,79.18057,0.74419,0.0,0.13094,0.12487,50.0,0.62386,0.32441,0.29945,0.37614,1.0,0,0,0,50,392.00653,1.16059,50.99979
3669,100,1600819.68007,504.41463,0.43492,100,79.11516,0.79249,0.0,0.08251,0.125,50.0,0.61788,0.3205,0.29737,0.38212,1.0,0,0,0,50,454.80602,1.09113,50.99983
3670,100,1601207.45321,387.77314,0.50155,100,79.2,0.875,0.0,0.00085,0.12415,50.0,0.80416,0.41476,0.3894,0.19584,1.0,0,0,0,51,392.9286,1.03319,49.00035
3671,100,1601655.80547,448.35226,0.43301,100,81.57218,0.80976,0.0,0.09275,0.09748,50.0,0.68547,0.35314,0.33233,0.31453,1.0,0,0,0,49,298.76926,0.64321,50.99988
3672,100,1602160.79819,504.99272,0.44742,100,78.90306,0.61581,0.0,0.25919,0.125,50.0,0.61387,0.31684,0.29703,0.38613,1.0,0,0,0,50,330.1521,1.32402,50.99988
3673,100,1602664.23832,503.44013,0.42297,100,79.2,0.71069,0.0,0.16431,0.125,55.0,0.6588,0.34099,0.31781,0.3412,1.0,0,0,6,54,472.03115,1.56288,49.00049
3674,100,1603264.48944,600.25111,0.52634,100,79.12906,0.57948,0.0,0.3128,0.125,48.0,0.52228,0.27072,0.25156,0.47772,1.01728,0,0,1,50,407.17227,1.66282,50.00027
3675,100,1603784.09921,519.60978,0.34283,100,78.92073,0.6377,0.0,0.21733,0.125,51.0,0.60654,0.31594,0.2906,0.39346,0.98003,0,0,1,50,468.70618,1.73644,50.99987
3676,100,1604206.77371,422.6745,0.40774,100,79.49218,0.84435,0.0,0.03607,0.11958,53.0,0.75866,0.39431,0.36435,0.24134,1.0,0,0,2,52,444.71445,1.11133,49.00032
3677,100,1604576.77624,370.00252,0.45972,100,82.21694,0.85341,0.0,0.04665,0.09994,48.0,0.84414,0.44144,0.4027,0.15586,1.0,0,0,0,49,287.93601,0.70917,50.99954
3678,100,1605020.09066,443.31443,0.54525,100,78.95713,0.875,0.0,0.0,0.125,52.0,0.71281,0.3722,0.34062,0.28719,1.0,0,0,0,51,320.92685,0.74444,49.00039
3679,100,1605512.10686,492.0162,0.4274,100,78.96064,0.69748,0.0,0.17752,0.125,48.0,0.63514,0.33027,0.30487,0.36486,1.0,0,0,0,50,350.90725,1.10212,49.00045
3680,100,1605947.547,435.44015,0.35444,100,79.3167,0.80665,0.0,0.07471,0.11864,51.0,0.72379,0.37701,0.34678,0.27621,1.0,0,0,1,50,408.57765,1.11699,49.99984
3681,100,1606445.00245,497.45544,0.41691,100,83.447,0.64103,0.0,0.28746,0.07151,52.0,0.6359,0.32834,0.30757,0.3641,1.0,0,0,1,52,358.76176,0.76498,47.0011
3682,100,1606960.67651,515.67406,0.49113,100,79.10496,0.67582,0.0,0.19918,0.125,49.0,0.60956,0.31674,0.29282,0.39044,1.0,0,0,2,49,390.92705,1.4622,50.99985
3683,100,1607377.88282,417.20631,0.4116,100,87.324,0.839,0.0,0.10888,0.05213,54.0,0.78019,0.40148,0.37871,0.21981,1.0,0,0,5,53,396.01907,0.45712,50.00001
3684,100,1607798.91028,421.02746,0.43413,100,84.93001,0.82984,0.0,0.0912,0.07897,52.0,0.7553,0.3919,0.3634,0.2447,1.0,0,0,0,53,357.88724,0.63916,44.00138
3685,100,1608146.86456,347.95427,0.31557,100,78.87259,0.86096,0.0,0.01404,0.125,47.0,0.89715,0.47181,0.42534,0.10285,1.0,0,0,0,48,264.59868,0.78769,47.99995
3686,100,1608584.58901,437.72446,0.46701,100,79.14049,0.84378,0.0,0.03122,0.125,49.0,0.70973,0.36933,0.3404,0.29027,1.0,0,0,0,49,302.97801,0.74739,50.0001
3687,100,1609030.97523,446.38622,0.38879,100,79.06505,0.81301,0.0,0.06199,0.125,50.0,0.70567,0.36964,0.33603,0.29433,1.0,0,0,0,50,357.25358,0.92649,50.00006
3688,100,1609505.83397,474.85874,0.41143,100,79.04835,0.73752,0.0,0.13748,0.125,50.0,0.64581,0.32992,0.31588,0.35419,1.0,0,0,0,50,335.79299,1.07022,50.00017
3689,100,1610032.7651,526.93113,0.43215,100,88.79591,0.67578,0.0,0.27906,0.04516,51.0,0.59654,0.30997,0.28656,0.40346,1.0,0,0,1,50,419.21277,0.51824,50.9998
3690,100,1610522.79559,490.03049,0.33235,100,89.99885,0.66673,0.0,0.30182,0.03145,52.0,0.6418,0.33161,0.31018,0.3582,1.0,0,0,0,52,468.33821,0.42008,47.001
3691,100,1611059.57154,536.77596,0.36749,100,87.97451,0.63605,0.0,0.31655,0.0474,48.0,0.57721,0.29963,0.27758,0.42279,1.0,0,0,0,49,408.65032,0.5318,49.0005
3692,100,1611558.46177,498.89023,0.38931,100,79.17975,0.74318,0.0,0.13182,0.125,53.0,0.62706,0.32238,0.30468,0.37294,1.0,0,0,0,52,422.87081,1.30428,45.00165
3693,100,1612099.53857,541.07679,0.40584,100,79.11159,0.67028,0.0,0.20472,0.125,47.0,0.57047,0.29879,0.27168,0.42953,1.0,0,0,0,47,405.39539,1.22856,50.99972
3694,100,1612592.2432,492.70463,0.48636,100,78.97299,0.74514,0.0,0.12986,0.125,51.0,0.65117,0.33658,0.31459,0.34883,1.0,0,0,3,52,407.86758,1.27291,50.00002
3695,100,1613173.75695,581.51374,0.30197,100,78.80006,0.61811,0.0,0.25689,0.125,51.0,0.53195,0.27228,0.25967,0.46805,1.0,0,0,1,50,464.29404,1.73962,50.99993
3696,100,1613727.95707,554.20012,0.38331,100,78.86406,0.62601,0.0,0.24899,0.125,50.0,0.56568,0.29322,0.27246,0.43432,1.0,0,0,0,51,400.26022,1.3878,49.00059
3697,100,1614292.36039,564.40331,0.44373,100,79.09322,0.67888,0.0,0.19612,0.125,53.0,0.58557,0.30563,0.27994,0.41443,1.0,0,0,6,52,537.40136,1.76582,50.9999
3698,100,1614730.7848,438.42442,0.5376,100,79.04509,0.77837,0.0,0.09663,0.125,51.0,0.70936,0.36494,0.34442,0.29064,1.0,0,0,0,51,411.14561,1.20274,49.00036
3699,100,1615139.18904,408.40424,0.45882,100,79.01395,0.85311,0.0,0.02189,0.125,50.0,0.75864,0.39381,0.36483,0.24136,1.0,0,0,0,49,352.94606,0.98166,50.99976
3700,100,1615654.12442,514.93538,0.35714,100,79.13112,0.73007,0.0,0.14493,0.125,51.0,0.60396,0.31072,0.29324,0.39604,1.0,0,0,0,51,351.44979,0.94198,49.00053
3701,100,1616105.8079,451.68348,0.39487,100,86.43421,0.77273,0.0,0.1739,0.05337,50.0,0.69186,0.35977,0.33209,0.30814,1.0,0,0,0,50,367.02025,0.48828,49.00039
3702,100,1616500.30389,394.49599,0.51875,100,87.93333,0.81355,0.0,0.12444,0.06201,48.0,0.79173,0.41403,0.3777,0.20827,1.0,0,0,0,49,355.21226,0.52452,50.99975
3703,100,1616899.55618,399.25229,0.40789,100,75.09301,0.63831,0.0,0.20884,0.15284,54.0,0.79315,0.40492,0.38823,0.20685,1.0,0,0,0,55,302.41721,1.78839,41.00155
3704,100,1617356.36549,456.80931,0.42513,100,77.93732,0.76759,0.0,0.10203,0.13038,48.0,0.67351,0.3539,0.31961,0.32649,1.0,0,0,0,46,366.71394,1.15032,49.00032
3705,100,1617800.11994,443.75445,0.40063,100,78.94705,0.73185,0.0,0.14315,0.125,48.0,0.69633,0.36056,0.33577,0.30367,1.0,0,0,0,49,345.3368,1.06582,50.99961
3706,100,1618270.51089,470.39095,0.5222,100,78.56656,0.74292,0.0,0.13208,0.125,50.0,0.65938,0.33837,0.32101,0.34062,1.0,0,0,0,51,379.8627,1.19414,49.0004
3707,100,1618787.64116,517.13026,0.43567,100,84.57069,0.75583,0.0,0.16322,0.08095,53.0,0.613,0.31907,0.29393,0.387,1.0,0,0,1,51,406.70217,0.74087,48.00081
3708,100,1619253.6053,465.96414,0.40142,100,84.48289,0.73854,0.0,0.17457,0.08689,47.0,0.67029,0.35053,0.31977,0.32971,1.0,0,0,0,49,407.35009,0.83572,50.00011
3709,100,1619669.95092,416.34562,0.38252,100,78.99106,0.78528,0.0,0.08972,0.125,50.0,0.74257,0.38229,0.36028,0.25743,1.0,0,0,0,50,386.93959,1.21398,50.00011
3710,100,1620088.56886,418.61794,0.47671,100,79.67261,0.68969,0.0,0.19192,0.11839,53.0,0.73098,0.37027,0.36071,0.26902,1.0,0,0,0,51,283.84608,1.11905,48.00068
3711,100,1620585.3577,496.78883,0.43614,100,80.94746,0.72261,0.0,0.16673,0.11067,48.0,0.62904,0.3271,0.30194,0.37096,1.0,0,0,1,49,382.43254,0.98381,50.99991
3712,100,1621071.81125,486.45356,0.40987,100,94.13899,0.7171,0.0,0.2812,0.0017,51.0,0.64686,0.33234,0.31452,0.35314,1.0,0,0,2,51,380.46981,0.01817,50.9999
3713,100,1621579.51756,507.70631,0.43766,100,86.68215,0.70715,0.0,0.24263,0.05021,51.0,0.63029,0.32499,0.30529,0.36971,1.0,0,0,3,52,415.03604,0.49973,50.00012
3714,100,1621954.78512,375.26756,0.401,100,92.09813,0.875,0.0,0.10608,0.01892,52.0,0.83985,0.43747,0.40238,0.16015,1.0,0,0,1,50,401.91054,0.16301,50.99987
3715,100,1622315.35256,360.56744,0.3691,100,79.43492,0.875,0.0,0.00252,0.12248,56.0,0.86623,0.43912,0.4271,0.13377,1.0,0,0,0,54,296.54554,0.9517,43.00147
3716,100,1622735.79584,420.44328,0.41871,100,79.07139,0.77883,0.0,0.09617,0.125,43.0,0.72582,0.37857,0.34725,0.27418,1.0,0,0,0,46,278.23046,0.76641,50.99974
3717,100,1623152.93778,417.14194,0.36545,100,79.63433,0.78996,0.0,0.10083,0.10921,50.0,0.74515,0.38556,0.35959,0.25485,1.0,0,0,0,50,353.45567,0.93699,50.99974
3718,100,1623689.32422,536.38644,0.47881,100,78.89307,0.62867,0.0,0.24633,0.125,50.0,0.5795,0.29985,0.27965,0.4205,1.0,0,0,0,50,366.78051,1.4532,50.99983
3719,100,1624402.5744,713.25018,0.38863,100,81.23404,0.68477,0.0,0.21749,0.09774,54.0,0.47108,0.24536,0.22573,0.52892,1.0,0,0,7,54,515.66803,1.00771,50.0003
3720,100,1624963.16626,560.59186,0.37963,100,79.09425,0.63921,0.0,0.23579,0.125,51.0,0.56607,0.29136,0.27471,0.43393,1.0,0,0,3,51,443.81136,1.54048,50.99991
3721,100,1625504.63761,541.47135,0.4357,100,79.07556,0.65182,0.0,0.22318,0.125,53.0,0.60391,0.31396,0.28995,0.39609,1.0,0,0,4,53,405.73109,1.40481,49.00043
3722,100,1626127.29863,622.66102,0.4969,100,80.06333,0.62282,0.0,0.2731,0.10408,52.0,0.53132,0.27436,0.25696,0.46868,1.0,0,0,7,53,599.90938,1.76931,50.00024
3723,100,1626505.447,378.14837,0.41361,100,84.17467,0.82756,0.0,0.09484,0.0776,53.0,0.83874,0.43413,0.4046,0.16126,1.0,0,0,0,53,374.63361,0.72762,44.00124
3724,100,1626838.74304,333.29604,0.36187,100,77.8911,0.79608,0.0,0.07083,0.13309,48.0,0.9161,0.47505,0.44105,0.0839,1.0,0,0,0,47,264.36391,1.0727,49.99938
3725,100,1627246.64765,407.90461,0.41995,100,79.17593,0.70878,0.0,0.16622,0.125,51.0,0.77224,0.40451,0.36773,0.22776,1.0,0,0,0,50,280.87947,1.01667,50.00007
3726,100,1627760.16095,513.5133,0.51965,100,78.97129,0.60449,0.0,0.27051,0.125,49.0,0.60076,0.30671,0.29405,0.39924,1.0,0,0,0,51,363.51934,1.63061,48.00079
3727,100,1628201.24845,441.0875,0.4379,100,79.02352,0.6728,0.0,0.2022,0.125,52.0,0.7183,0.37596,0.34234,0.2817,1.0,0,0,1,50,410.95354,1.57393,49.00029
3728,100,1628838.89766,637.64921,0.41437,100,78.89774,0.64425,0.0,0.23075,0.125,48.0,0.48721,0.25354,0.23367,0.51279,1.0,0,0,0,49,446.73008,1.31941,50.99991
3729,100,1629271.89297,432.99531,0.34946,100,79.09171,0.75404,0.0,0.12096,0.125,50.0,0.72634,0.37529,0.35104,0.27366,1.0,0,0,1,51,449.06657,1.49249,50.00002
3730,100,1629728.95971,457.06674,0.51656,100,81.40305,0.80683,0.0,0.09231,0.10086,54.0,0.69574,0.361,0.33474,0.30426,1.0,0,0,2,51,358.38968,0.7998,50.00018
3731,100,1630244.77873,515.81902,0.41237,100,91.34694,0.72669,0.0,0.22921,0.04411,47.0,0.59775,0.30696,0.2908,0.40225,1.0,0,0,0,50,321.32387,0.32704,50.00013
3732,100,1630789.90456,545.12583,0.3495,100,86.13732,0.72766,0.0,0.2112,0.06114,52.0,0.58824,0.30574,0.2825,0.41176,1.0,0,0,3,51,462.84032,0.65118,50.99994
3733,100,1631328.53903,538.63447,0.41035,100,94.57746,0.71845,0.0,0.2922,0.0,52.0,0.59905,0.30942,0.28962,0.40095,1.01066,0,0,4,52,460.51935,0.0,50.99992
3734,100,1631762.44372,433.90469,0.41813,100,81.53729,0.7425,0.0,0.1509,0.09338,52.0,0.73595,0.37643,0.35953,0.26405,0.98677,0,0,3,53,392.8998,0.91376,48.00067
3735,100,1632303.45234,541.00862,0.39457,100,79.05672,0.8381,0.0,0.0369,0.125,51.0,0.59241,0.30961,0.28281,0.40759,1.0,0,0,3,50,429.18278,0.91175,50.99992
3736,100,1632893.00701,589.55467,0.46043,100,82.96869,0.69935,0.0,0.20072,0.09993,51.0,0.52921,0.27139,0.25782,0.47079,1.0,0,0,0,52,378.57395,0.85161,47.00133
3737,100,1633309.65508,416.64806,0.44851,100,78.81914,0.77689,0.0,0.09811,0.125,53.0,0.75563,0.38602,0.36962,0.24437,1.0,0,0,2,52,435.18491,1.39165,45.00133
3738,100,1633787.56693,477.91185,0.53041,100,80.62891,0.69666,0.0,0.20201,0.10133,48.0,0.66086,0.347,0.31387,0.33914,1.0,0,0,2,48,308.58384,0.90717,50.99951
3739,100,1634302.66572,515.0988,0.40389,100,79.04252,0.68432,0.0,0.19068,0.125,52.0,0.60733,0.31224,0.29509,0.39267,1.0,0,0,0,52,444.93341,1.42036,47.00115
3740,100,1634990.43297,687.76725,0.44729,100,78.79536,0.52543,0.0,0.34957,0.125,50.0,0.46067,0.24112,0.21955,0.53933,1.0,0,0,2,49,475.06789,1.89658,50.99985
3741,100,1635498.63451,508.20154,0.43932,100,82.89948,0.69807,0.0,0.20315,0.09878,54.0,0.64443,0.32959,0.31484,0.35557,1.0,0,0,6,54,419.91144,1.23428,49.00051
3742,100,1635935.71726,437.08275,0.48501,100,94.18155,0.73713,0.0,0.26287,0.0,51.0,0.75882,0.39276,0.36606,0.24118,1.0,0,0,7,53,467.41668,0.0,49.99991
3743,100,1636608.35065,672.63338,0.3393,100,84.04579,0.56377,0.0,0.36629,0.06995,51.0,0.46509,0.23911,0.22598,0.53491,1.0,0,0,1,51,467.94855,1.00482,49.00068
3744,100,1637003.24065,394.89,0.35059,100,79.67026,0.84864,0.0,0.03244,0.11892,56.0,0.82892,0.42628,0.40264,0.17108,1.0,0,0,5,54,421.07196,1.21577,46.00081
3745,100,1637400.22736,396.98671,0.4106,100,79.11382,0.72351,0.0,0.15149,0.125,47.0,0.77165,0.39884,0.37281,0.22835,1.0,0,0,0,48,277.2052,0.96488,49.9999
3746,100,1638065.92648,665.69912,0.50413,100,78.95162,0.66102,0.0,0.21398,0.125,50.0,0.47319,0.24786,0.22533,0.52681,1.0,0,0,0,50,500.09896,1.42924,50.00028
3747,100,1638731.4232,665.49672,0.42846,100,78.99648,0.58851,0.0,0.32976,0.125,49.0,0.46331,0.23792,0.2254,0.53669,1.04327,0,0,0,50,442.342,1.72453,50.00033
3748,100,1639161.62955,430.20636,0.40114,100,79.21343,0.62286,0.0,0.25445,0.12269,53.0,0.76669,0.3971,0.36959,0.23331,1.0,0,0,6,53,450.68502,2.06076,50.00007
3749,100,1639699.92917,538.29962,0.4286,100,88.6226,0.7779,0.0,0.1228,0.0458,53.0,0.61738,0.322,0.29537,0.38262,0.94651,0,0,6,53,460.6458,0.40946,50.00015
3750,100,1640291.15066,591.22149,0.43035,100,91.19121,0.5928,0.0,0.38032,0.02687,50.0,0.52998,0.27626,0.25371,0.47002,1.0,0,0,0,50,455.22416,0.38601,50.00027
3751,100,1640718.75173,427.60107,0.42813,100,78.94185,0.77231,0.0,0.10269,0.125,53.0,0.7585,0.39367,0.36483,0.2415,1.0,0,0,4,52,410.50279,1.24234,49.99989
3752,100,1641182.50619,463.75446,0.37186,100,79.17975,0.838,0.0,0.037,0.125,49.0,0.67385,0.3504,0.32345,0.32615,1.0,0,0,0,50,339.18527,0.88035,50.00013
3753,100,1641615.79195,433.28576,0.37158,100,86.86566,0.68808,0.0,0.25451,0.05741,52.0,0.72354,0.37504,0.3485,0.27646,1.0,0,0,0,51,373.73197,0.61615,48.00057
3754,100,1642109.47979,493.68784,0.51026,100,79.01338,0.66328,0.0,0.21172,0.125,50.0,0.62826,0.3224,0.30586,0.37174,1.0,0,0,0,51,378.10565,1.44418,46.00139
3755,100,1642655.62473,546.14494,0.40009,100,85.56042,0.73171,0.0,0.20564,0.06264,50.0,0.58654,0.30822,0.27831,0.41346,1.0,0,0,3,49,412.66316,0.57573,50.99987
3756,100,1643074.7518,419.12706,0.43726,100,81.12461,0.76556,0.0,0.12397,0.11046,50.0,0.74361,0.38572,0.35789,0.25639,1.0,0,0,0,50,421.98564,1.12991,50.99985
3757,100,1643434.04365,359.29185,0.44281,100,79.10079,0.82174,0.0,0.05326,0.125,52.0,0.87997,0.45692,0.42305,0.12003,1.0,0,0,0,52,287.09685,0.99567,47.00052
3758,100,1643919.58844,485.5448,0.42656,100,79.15087,0.66313,0.0,0.21187,0.125,49.0,0.64292,0.33811,0.30481,0.35708,1.0,0,0,0,48,317.97748,1.1213,50.99986
3759,100,1644446.62499,527.03655,0.41483,100,93.42853,0.68236,0.0,0.30628,0.01137,49.0,0.58978,0.30517,0.28461,0.41022,1.0,0,0,0,50,427.42439,0.13078,50.99977
3760,100,1644946.72132,500.09632,0.35789,100,87.76515,0.74631,0.0,0.19689,0.0568,53.0,0.63788,0.32994,0.30794,0.36212,1.0,0,0,2,52,452.46636,0.58814,49.00051
3761,100,1645324.15911,377.43779,0.41789,100,79.03146,0.77256,0.0,0.10244,0.125,48.0,0.82972,0.43495,0.39477,0.17028,1.0,0,0,0,49,339.88726,1.16295,50.99968
3762,100,1645868.57084,544.41173,0.46749,100,79.10023,0.71222,0.0,0.16278,0.125,53.0,0.57922,0.30002,0.2792,0.42078,1.0,0,0,0,52,361.94671,1.01386,47.00118
3763,100,1646290.80315,422.23231,0.30822,100,82.10066,0.83269,0.0,0.06932,0.09799,48.0,0.73577,0.38289,0.35289,0.26423,1.0,0,0,0,49,404.39777,0.91889,49.00033
3764,100,1646800.52942,509.72627,0.41333,100,79.2,0.70327,0.0,0.1812,0.125,50.0,0.61634,0.32207,0.29428,0.38366,1.00947,0,0,0,50,351.67639,1.14154,49.00041
3765,100,1647234.76014,434.23072,0.39218,100,78.81067,0.74407,0.0,0.11981,0.125,49.0,0.71544,0.37231,0.34314,0.28456,0.98888,0,0,0,49,360.70704,1.1596,50.99978
3766,100,1647671.10656,436.34642,0.51479,100,78.97824,0.875,0.0,0.0,0.125,56.0,0.7601,0.39342,0.36668,0.2399,1.0,0,0,5,55,401.44409,0.99276,46.0012
3767,100,1648101.21877,430.11221,0.43168,100,79.13606,0.85407,0.0,0.02093,0.125,47.0,0.72965,0.38556,0.3441,0.27035,1.0,0,0,0,48,343.22698,0.83792,49.99984
3768,100,1648643.01988,541.80111,0.30601,100,84.85282,0.64455,0.0,0.27826,0.07719,50.0,0.57524,0.29839,0.27685,0.42476,1.0,0,0,0,50,347.6572,0.72113,50.00023
3769,100,1649070.99752,427.97764,0.37987,100,78.88741,0.81928,0.0,0.05572,0.125,54.0,0.74537,0.38553,0.35983,0.25463,1.0,0,0,1,53,440.60348,1.27552,45.00133
